total_day_minutes,total_evening_minutes,total_night_minutes,Cluster
0.5359116022099448,0.7924388435878429,0.2518491124260354,2
0.5666436464088397,0.2149740548554485,0.0613905325443786,1
0.5932320441988951,0.738324684951816,0.3923816568047336,3
0.569060773480663,0.257227575982209,0.5351331360946745,1
0.6322513812154695,0.5019887323943661,0.5432692307692306,3
0.5707872928176796,0.9043736100815418,0.3195266272189348,3
0.8076657458563536,0.6245366938472943,0.4201183431952662,3
0.4088397790055249,0.4907338769458857,0.4911242603550295,2
0.6930248618784531,0.4106745737583395,0.498119896449704,1
0.5535220994475138,0.4299481097108969,0.4171597633136093,1
0.4609806629834255,0.4091919940696812,0.6568047337278105,0
0.098756906077348,0.5448480355819125,0.6727071005917158,0
0.3522099447513812,0.3354336545589325,0.6727071005917158,0
0.3819060773480663,0.4662713120830244,0.5539940828402365,0
0.6388121546961326,0.4336545589325425,0.6826923076923077,1
0.5683701657458563,0.5211267605633804,0.4922337278106508,3
0.3798342541436464,0.6245366938472943,0.5288461538461537,0
0.4854972375690607,0.3832468495181615,0.4926035502958579,1
0.7268646408839778,0.3995552260934025,0.1704881656804733,1
0.7417127071823205,0.7016308376575241,0.7673816568047336,3
0.707182320441989,0.5696812453669384,0.3709319526627218,3
0.5376381215469613,0.4162342475908079,0.5976331360946745,1
0.8273480662983426,0.4755374351371386,0.8650147928994083,3
0.8784530386740331,0.3758339510748703,0.1974852071005916,1
0.2683011049723757,0.3391401037805781,0.6801035502958579,0
0.585635359116022,0.2283172720533728,0.5070266272189348,1
0.4796270718232044,0.6519644180874722,0.5255177514792899,3
0.5597375690607734,0.656412157153447,0.4670857988165679,3
0.3701657458563536,0.3439584877687175,0.4134615384615384,2
0.7596685082872928,0.6130467012601927,0.563239644970414,3
0.5828729281767956,0.469236471460341,0.2470414201183431,2
0.7531077348066298,0.640103780578206,0.327662721893491,3
0.1467541436464088,0.2286879169755374,0.463387573964497,0
0.6104972375690608,0.5555967383246849,0.6390532544378698,3
0.4281767955801105,0.5088954781319496,0.6190828402366861,0
0.0,0.4284655300222387,0.6874999999999998,0
0.0151933701657458,0.7379540400296516,0.4441568047337277,2
0.6346685082872928,0.5292809488510007,0.5088757396449703,3
0.4868784530386741,0.3491475166790215,0.7522189349112425,0
0.5397099447513812,0.5019887323943661,0.3025147928994082,2
0.5020718232044199,0.6567828020756116,0.6608727810650887,0
0.8128453038674034,0.6108228317272053,0.2599852071005916,3
0.5649171270718232,0.5348406226834692,0.7995562130177514,0
0.3487569060773481,0.7698295033358042,0.5713757396449703,0
0.7078729281767956,0.4269829503335804,0.250369822485207,1
0.3339088397790056,0.812083024462565,0.8868343195266271,0
0.6681629834254144,0.6793921423276501,0.3749999999999999,3
0.4278314917127072,0.7038547071905115,0.0617603550295857,2
0.3957182320441989,0.1456634544106745,0.599852071005917,1
0.5452348066298343,0.5915492957746479,0.4877958579881655,3
0.9882596685082872,0.3806523350630096,0.4730029585798815,1
0.4813535911602211,0.5644922164566345,0.5717455621301775,0
0.3701657458563536,0.480355819125278,0.6420118343195265,0
0.9195441988950276,0.7561156412157153,0.3065828402366863,3
0.6308701657458564,0.461452928094885,0.4323224852071004,1
0.1712707182320442,0.684581171237954,0.4722633136094673,2
0.5839088397790055,0.4251297257227576,0.5588017751479288,1
0.2807320441988951,0.1126760563380281,0.4282544378698223,1
0.3853591160220994,0.7739065974796144,0.945266272189349,0
0.6084254143646409,0.3724981467753891,0.7403846153846152,0
0.6767955801104972,0.4343958487768717,0.5972633136094674,1
0.1854281767955801,0.1645663454410674,0.3957100591715974,2
0.4564917127071824,0.3658265381764269,0.4445266272189348,1
0.2593232044198895,0.5715344699777614,0.452662721893491,2
0.6930248618784531,0.5100074128984433,0.6678994082840235,3
0.6740331491712708,0.0470719051148999,0.6708579881656804,1
0.387085635359116,0.3839881393624907,0.3683431952662722,2
0.6332872928176796,0.1760563380281689,0.515532544378698,1
0.7831491712707181,0.3072646404744255,0.2940088757396449,1
0.3345994475138122,0.4903632320237212,0.4071745562130177,2
0.2738259668508288,0.0485544848035581,0.6176035502958579,1
0.4309392265193371,0.4251297257227576,0.3280325443786981,2
0.4226519337016575,0.4610822831727205,0.5965236686390532,0
0.6287983425414364,0.6727205337286879,0.5931952662721891,3
0.5165745856353591,0.3561897702001483,0.3073224852071005,1
0.2171961325966851,0.6504818383988139,0.6993343195266271,0
0.7914364640883979,0.5100074128984433,0.3982988165680473,3
0.7158149171270719,0.3565604151223128,0.2836538461538461,1
0.4551104972375691,0.5804299481097109,0.6590236686390532,0
0.2986878453038674,0.371015567086731,0.6590236686390532,0
0.6812845303867403,0.4477390659747962,0.4615384615384614,1
0.4609806629834255,0.7190511489992586,0.7917899408284024,0
0.7731353591160222,0.9899925871015568,0.2381656804733727,3
0.512085635359116,0.4829503335804299,0.4230769230769229,2
0.5814917127071824,0.5007412898443292,0.54844674556213,3
0.7078729281767956,0.7635285396590066,0.2477810650887573,3
0.7638121546961326,0.7149740548554485,0.5539940828402365,3
0.5870165745856354,0.6208302446256486,0.7181952662721891,3
0.8221685082872928,0.5407709414381022,0.5103550295857986,3
0.6495165745856353,0.5607857672349889,0.5510355029585798,3
0.4813535911602211,0.4262416604892513,0.4190088757396449,1
0.2144337016574586,0.4484803558191252,0.455991124260355,2
0.723756906077348,0.3810229799851742,0.7980769230769229,1
0.4292127071823204,0.7564862861378799,0.4219674556213017,2
0.6802486187845304,0.9707190511489994,0.5946745562130176,3
0.4461325966850829,0.6245366938472943,0.4497041420118342,2
0.4098756906077349,0.8865826538176427,0.4411982248520709,3
0.5794198895027625,0.8180133432171979,0.5669378698224852,3
0.6681629834254144,0.530763528539659,0.4792899408284023,3
0.3121546961325967,0.7449962935507783,0.7570266272189348,0
0.7493093922651933,0.5578206078576723,0.2588757396449703,3
0.5549033149171271,0.4421793921423276,0.3931213017751478,1
0.2078729281767956,0.4599703484062268,0.6397928994082838,0
0.4185082872928178,0.7197924388435878,0.2884615384615384,2
0.5241712707182321,0.4866567828020756,0.5532544378698223,0
0.6287983425414364,0.8821349147516679,0.301775147928994,3
0.7430939226519337,0.7242401779095627,0.4781804733727809,3
0.5545580110497237,0.2842846553002224,0.2614644970414201,1
0.4126381215469614,0.7331356560415122,0.498119896449704,2
0.1878453038674033,0.4229058561897703,0.5894970414201182,0
0.6412292817679558,0.3087472201630837,0.4371301775147928,1
0.3708563535911602,0.411045218680504,0.4582100591715974,2
0.5459254143646408,0.4788732394366197,0.4467455621301774,1
0.3097375690607735,0.6541882876204596,0.5669378698224852,0
0.5479972375690608,0.4907338769458857,0.5661982248520709,0
0.7344613259668509,0.3480355819125278,0.5033284023668638,1
0.6477900552486188,0.7850259451445516,0.1335059171597633,3
0.4026243093922652,0.1994069681245366,0.4227071005917158,1
0.6612569060773481,0.0863602668643439,0.371671597633136,1
0.3211325966850828,0.2898443291326908,0.463387573964497,1
0.654696132596685,0.2568569310600445,0.2019230769230768,1
0.3832872928176795,0.7865085248332098,0.2662721893491123,2
0.387085635359116,0.4077094143810229,0.261094674556213,2
0.5314226519337016,0.4688658265381763,0.5595414201183431,0
0.675414364640884,0.7101556708673091,0.7329881656804731,3
0.3045580110497238,0.2416604892512972,0.6582840236686389,0
0.527279005524862,0.3113417346182356,0.5018491124260354,1
0.4930939226519338,0.2446256486286137,0.445636094674556,1
0.4533839779005525,0.6267605633802817,0.3528106508875738,2
0.3415055248618784,0.405114899925871,0.9075443786982248,0
0.3197513812154696,0.4566345441067457,0.7185650887573962,0
0.7941988950276244,0.4899925871015567,0.6619822485207099,3
0.7223756906077349,0.9529280948851,0.3738905325443787,3
0.2613950276243094,0.4966641957005189,0.544378698224852,0
0.6308701657458564,0.2757598220904373,0.5991124260355027,1
0.3487569060773481,0.5151964418087471,0.6009615384615383,0
0.4119475138121547,0.5389177168272794,0.3779585798816567,2
0.2579419889502762,0.5867309117865085,0.6723372781065087,0
0.5013428867403316,0.2320237212750185,0.5332840236686389,1
0.412292817679558,0.4759080800593032,0.4260355029585798,2
0.3390883977900553,0.6767976278724982,0.5669378698224852,0
0.357389502762431,0.4959229058561898,0.5118343195266271,0
0.535220994475138,0.7757598220904374,0.2470414201183431,2
0.4109116022099447,0.1982950333580429,0.7126479289940826,0
0.3463397790055249,0.6371386212008895,0.1945266272189348,2
0.18853591160221,0.4247590808005931,0.2958579881656804,2
0.5186464088397791,0.5292809488510007,0.5192307692307692,3
0.8352900552486188,0.6415863602668643,0.1061390532544378,3
0.6957872928176796,0.5770941438102298,0.2999260355029585,3
0.388121546961326,0.4688658265381763,0.2562869822485206,2
0.7044198895027625,0.4258710155670867,0.7156065088757395,1
0.6657458563535912,0.5274277242401779,0.5399408284023668,3
0.411256906077348,0.4873980726464046,0.6945266272189348,0
0.0583563535911602,0.2475908080059302,0.4441568047337277,2
0.6557320441988951,0.6634544106745737,0.5750739644970413,3
0.5248618784530387,0.3439584877687175,0.5388313609467454,1
0.4022790055248619,0.3343217197924388,0.6446005917159763,0
0.9008977900552488,0.597479614529281,0.6697485207100591,3
0.230317679558011,0.5019887323943661,0.6194526627218933,0
0.5545580110497237,0.4362490733876946,0.9578402366863904,0
0.3888121546961325,0.2924388435878428,0.6335059171597632,0
0.4019337016574586,0.6560415122312824,0.8820266272189348,0
0.4219613259668509,0.5770941438102298,0.5665680473372781,0
0.6191298342541437,0.2698295033358042,0.3069526627218934,1
0.2572513812154696,0.6823573017049667,0.944896449704142,0
0.3787983425414366,0.3695329873980726,0.6131656804733727,0
0.4499309392265194,0.439214232765011,0.0536242603550295,2
0.5984116022099448,0.4607116382505559,0.7348372781065087,0
0.5845994475138122,0.7709414381022979,0.4212278106508875,3
0.3922651933701658,0.7183098591549295,0.3099112426035502,2
0.2354972375690607,0.6697553743513713,0.3528106508875738,2
0.6685082872928176,0.3836174944403261,0.5835798816568045,1
0.4941298342541436,0.7020014825796886,0.6494082840236686,3
0.5441988950276243,0.492216456634544,0.5122041420118342,1
0.4281767955801105,0.6156412157153447,0.2866124260355028,2
0.7845303867403316,0.4955522609340252,0.3705621301775147,3
0.2354972375690607,0.2368421052631578,0.3749999999999999,2
0.5932320441988951,0.2320237212750185,0.4937130177514792,1
0.6218922651933702,0.2516679021497405,0.515532544378698,1
0.3656767955801105,0.6882876204595997,0.8095414201183431,0
0.3888121546961325,0.8083765752409193,0.4534023668639053,2
0.6408839779005524,0.7598220904373609,0.2067307692307691,3
0.2569060773480663,0.9892512972572276,0.713387573964497,0
0.274171270718232,0.6063750926612306,0.2592455621301775,2
0.6136049723756907,0.4618235730170497,0.3860946745562129,1
0.4892955801104973,0.4848035581912527,0.6172337278106508,0
0.6388121546961326,0.7524091919940696,0.2988165680473372,3
0.5075966850828729,0.3684210526315788,0.2333579881656804,2
0.5169198895027625,0.4073387694588584,0.3420857988165679,1
0.3080110497237569,0.3995552260934025,0.6934171597633134,0
0.3888121546961325,0.7194217939214232,0.6338757396449703,0
0.3421961325966851,0.5437361008154188,0.3768491124260354,2
0.2551795580110497,0.7194217939214232,0.4304733727810649,2
0.9920580110497238,0.8080059303187546,0.5318047337278105,3
0.555939226519337,0.857301704966642,0.5392011834319526,3
0.445096685082873,0.3257968865826538,0.2148668639053254,2
0.5473066298342542,0.3094885100074128,0.8017751479289941,0
